;text;label
4265;it's weird , wonderful , and not necessarily for kids .;1
4266;does point the way for adventurous indian filmmakers toward a crossover into nonethnic markets .;1
4267;it has charm to spare , and unlike many romantic comedies , it does not alienate either gender in the audience .;1
4268;fulford-wierzbicki . . . deftly captures the wise-beyond-her-years teen .;1
4269;it is not a mass-market entertainment but an uncompromising attempt by one artist to think about another .;1
4270;still pretentious and filled with subtext , but entertaining enough at 'face value' to recommend to anyone looking for something different .;1
4271;not everything in this ambitious comic escapade works , but coppola , along with his sister , sofia , is a real filmmaker . it must be in the genes .;1
4272;the sight of the spaceship on the launching pad is duly impressive in imax dimensions , as are shots of the astronauts floating in their cabins .;1
4273;highly recommended as an engrossing story about a horrifying historical event and the elements which contributed to it .;1
4274;unflinchingly bleak and desperate;1
4275;it seems like i have been waiting my whole life for this movie and now i can't wait for the sequel .;1
4276;everyone should be able to appreciate the wonderful cinematography and naturalistic acting .;1
4277;it's a scattershot affair , but when it hits its mark it's brilliant .;1
4278;the cast comes through even when the movie doesn't .;1
4279;the characters are more deeply thought through than in most 'right-thinking' films .;1
4280;although the level of the comedy declines as the movie proceeds , there's no denying the fun of watching de niro and crystal having fun .;1
4281;the lion king was a roaring success when it was released eight years ago , but on imax it seems better , not just bigger .;1
4282;ice cube holds the film together with an engaging and warm performance . . .;1
4283;"berry's saucy , full-bodied performance gives this aging series a much needed kick , making "" die another day "" one of the most entertaining bonds in years";1
4284;[drumline] is entertaining for what it does , and admirable for what it doesn't do .;1
4285;. . . is there a deeper , more direct connection between these women , one that spans time and reveals meaning ? you bet there is and it's what makes this rather convoluted journey worth taking .;1
4286;it's a masterpiece .;1
4287;. . . as the story congeals you feel the pieces of the star wars saga falling into place in a way that makes your spine tingle with revelation and excitement .;1
4288;the film's almost unbearable portrait of sadness and grief transcends its specific story to speak to the ways in which need , history and presumption tangle , and sometimes destroy , blood ties .;1
4289;american and european cinema has amassed a vast holocaust literature , but it is impossible to think of any film more challenging or depressing than the grey zone .;1
4290;singer/composer bryan adams contributes a slew of songs  a few potential hits , a few more simply intrusive to the story  but the whole package certainly captures the intended , er , spirit of the piece .;1
4291;close enough in spirit to its freewheeling trash-cinema roots to be a breath of fresh air .;1
